transaction_id,amount,transaction_hour,location_risk_score,device_type,merchant_category,failed_login_attempts,velocity_transactions,is_fraud
2932,57875,11,0.54,Mobile,Entertainment,4,7,1
2933,81680,0,0.97,Mobile,Entertainment,4,12,1
2934,95047,23,0.16,Mobile,Entertainment,1,18,1
2935,5569,19,0.19,Mobile,Groceries,3,6,0
2936,28954,4,0.93,Desktop,Travel,2,9,1
2937,6356,5,0.71,Desktop,Clothing,5,16,1
2938,76356,23,0.15,Mobile,Electronics,2,8,1
2939,34037,10,0.39,Mobile,Clothing,1,12,0
2940,99234,7,0.06,Desktop,Electronics,1,19,1
2941,1751,6,0.43,Desktop,Entertainment,1,16,0
2942,50388,3,0.78,Mobile,Groceries,0,4,1
2943,84830,5,0.55,Desktop,Clothing,0,16,1
2944,25151,15,0.65,Mobile,Entertainment,0,7,0
2945,27486,19,0.33,Mobile,Electronics,0,13,0
2946,75154,14,0.16,Mobile,Clothing,1,12,1
2947,16284,13,0.01,Tablet,Clothing,1,1,0
2948,33887,22,0.82,Mobile,Clothing,0,11,1
2949,21721,11,0.64,Mobile,Clothing,0,17,0
2950,75664,11,0.23,Tablet,Clothing,4,6,1
2951,78084,15,0.42,Mobile,Entertainment,3,2,1
2952,59892,14,0.8,Desktop,Electronics,4,3,1
2953,45353,12,0.54,Mobile,Electronics,3,2,0
2954,34151,10,0.3,Mobile,Travel,0,18,0
2955,49911,16,0.27,Tablet,Groceries,0,13,0
2956,30547,20,0.22,Mobile,Clothing,5,19,1
2957,84030,14,0.82,Desktop,Electronics,0,7,1
2958,30354,13,0.58,Tablet,Groceries,4,16,1
2959,84145,9,0.71,Desktop,Groceries,1,16,1
2960,57518,11,0.86,Mobile,Entertainment,3,10,1
2961,14572,15,0.99,Mobile,Clothing,5,7,1
2962,3571,14,0.25,Mobile,Travel,4,16,1
2963,95904,9,0.18,Mobile,Groceries,5,10,1
2964,8429,3,0.46,Tablet,Entertainment,0,14,1
2965,34965,22,0.04,Mobile,Clothing,1,9,0
2966,46950,8,0.79,Tablet,Electronics,4,4,1
2967,54320,20,0.88,Desktop,Travel,3,12,1
2968,93908,19,0.69,Tablet,Clothing,5,17,1
2969,6497,8,0.27,Tablet,Entertainment,5,8,1
2970,98009,20,0.12,Desktop,Entertainment,5,4,1
2971,35625,23,0.38,Desktop,Entertainment,0,8,0
2972,53172,19,0.83,Desktop,Entertainment,3,9,1
2973,90206,10,0.35,Desktop,Entertainment,5,12,1
2974,83920,10,0.03,Desktop,Travel,0,16,1
2975,84630,6,0.27,Desktop,Groceries,0,8,1
2976,23384,20,0.99,Mobile,Groceries,2,15,1
2977,61430,9,0.68,Mobile,Electronics,3,17,1
2978,83469,3,0.9,Mobile,Groceries,1,13,1
2979,25222,4,0.77,Mobile,Entertainment,0,14,1
2980,70653,4,0.54,Mobile,Groceries,1,15,1
2981,82006,10,0.15,Desktop,Groceries,4,9,1
2982,94888,8,0.35,Desktop,Entertainment,0,12,1
2983,62912,15,0.58,Mobile,Travel,5,19,1
2984,8099,8,0.87,Desktop,Entertainment,0,9,1
2985,22536,21,0.27,Tablet,Groceries,5,13,1
2986,43063,3,0.12,Desktop,Groceries,0,18,1
2987,2196,1,0.56,Desktop,Electronics,5,4,1
2988,25379,13,0.18,Mobile,Entertainment,1,1,0
2989,26301,2,0.61,Mobile,Electronics,2,3,0
2990,19815,17,0.26,Mobile,Electronics,3,11,0
2991,29409,20,0.23,Mobile,Clothing,0,2,0
2992,15178,5,0.4,Mobile,Electronics,3,6,0
2993,56714,10,0.59,Tablet,Groceries,5,3,1
2994,5205,20,0.55,Desktop,Groceries,3,10,0
2995,94948,17,0.24,Mobile,Clothing,5,9,1
2996,2939,11,0.89,Mobile,Clothing,3,14,1
2997,69020,4,0.11,Mobile,Entertainment,5,16,1
2998,43719,8,0.04,Mobile,Clothing,1,18,0
2999,42921,19,0.6,Desktop,Travel,5,4,1
3000,13593,17,0.12,Mobile,Groceries,3,18,0
3001,17169,18,0.5,Desktop,Groceries,4,2,1
3002,7631,2,0.95,Desktop,Clothing,5,10,1
3003,37151,8,0.7,Desktop,Clothing,1,12,0
3004,7836,3,0.62,Desktop,Groceries,1,7,0
3005,7810,16,0.57,Mobile,Clothing,4,16,1
3006,67255,16,0.18,Mobile,Entertainment,2,17,1
3007,14075,22,0.43,Desktop,Clothing,2,14,0
3008,62524,22,0.34,Desktop,Clothing,5,18,1
3009,45703,1,0.95,Mobile,Entertainment,0,1,1
3010,23352,8,0.24,Mobile,Entertainment,2,2,0
3011,80897,8,0.47,Mobile,Entertainment,0,14,1
3012,1531,4,0.94,Mobile,Groceries,3,6,1
3013,74703,14,0.79,Desktop,Clothing,0,15,1
3014,37581,14,0.96,Mobile,Entertainment,2,4,1
3015,92673,2,0.61,Desktop,Entertainment,0,9,1
3016,9657,18,0.33,Mobile,Groceries,1,15,0
3017,75071,2,0.83,Desktop,Travel,2,5,1
3018,262,5,0.29,Mobile,Clothing,0,6,0
3019,34842,3,0.16,Mobile,Travel,2,11,0
3020,19775,23,0.71,Desktop,Travel,4,13,1
3021,74097,12,0.64,Mobile,Entertainment,2,12,1
3022,17115,12,0.88,Mobile,Groceries,4,7,1
3023,50157,10,0.96,Desktop,Clothing,0,12,1
3024,32691,4,0.86,Tablet,Clothing,4,10,1
3025,93683,0,0.06,Mobile,Clothing,2,3,1
3026,9933,8,0.66,Mobile,Travel,1,2,0
3027,7996,16,0.78,Mobile,Electronics,4,1,1
3028,33072,21,0.98,Tablet,Groceries,2,6,1
3029,49833,0,0.37,Mobile,Electronics,1,13,1
3030,41900,2,0.17,Mobile,Travel,3,10,0
3031,96144,14,0.85,Mobile,Entertainment,5,13,1
3032,5447,20,0.32,Mobile,Electronics,4,5,1
3033,59163,22,0.6,Mobile,Electronics,4,8,1
3034,95950,9,0.39,Mobile,Groceries,0,11,1
3035,2743,7,0.4,Mobile,Travel,3,19,0
3036,40885,11,0.73,Mobile,Groceries,0,19,0
3037,18781,21,0.36,Desktop,Entertainment,0,4,0
3038,50126,14,0.69,Tablet,Clothing,2,10,1
3039,15992,8,0.01,Mobile,Travel,0,9,0
3040,47399,23,0.32,Desktop,Entertainment,4,7,1
3041,17173,9,0.32,Desktop,Entertainment,0,18,0
3042,30782,19,0.75,Mobile,Electronics,1,9,0
3043,97898,8,0.31,Mobile,Groceries,4,6,1
3044,96994,14,0.63,Desktop,Electronics,5,6,1
3045,14389,22,0.69,Mobile,Electronics,2,13,0
3046,8027,20,0.66,Mobile,Clothing,0,17,0
3047,48430,20,0.6,Mobile,Groceries,1,15,0
3048,66807,0,0.41,Mobile,Clothing,5,9,1
3049,77554,1,0.37,Desktop,Entertainment,1,6,1
3050,65528,18,0.56,Desktop,Clothing,4,17,1
3051,50701,13,0.06,Tablet,Entertainment,0,5,1
3052,77565,7,0.88,Desktop,Electronics,1,3,1
3053,2639,5,0.83,Mobile,Clothing,0,16,1
3054,22769,11,0.35,Desktop,Groceries,4,2,1
3055,71068,14,0.57,Desktop,Clothing,3,3,1
3056,20744,13,0.93,Desktop,Entertainment,1,9,1
3057,18845,20,0.27,Mobile,Travel,2,19,0
3058,28328,0,0.74,Mobile,Groceries,0,14,1
3059,34621,10,0.08,Tablet,Entertainment,5,14,1
3060,97339,2,0.52,Desktop,Travel,4,17,1
3061,27028,18,0.88,Mobile,Groceries,4,8,1
3062,18422,17,0.55,Mobile,Travel,5,17,1
3063,57814,19,0.62,Desktop,Electronics,2,17,1
3064,87996,1,0.91,Mobile,Electronics,3,7,1
3065,62392,6,0.72,Mobile,Clothing,0,9,1
3066,29155,7,0.7,Desktop,Clothing,3,4,0
3067,42991,18,0.59,Desktop,Clothing,4,10,1
3068,82012,21,0.63,Mobile,Clothing,1,4,1
3069,6688,14,0.8,Desktop,Travel,3,5,0
3070,90636,9,0.98,Desktop,Groceries,1,2,1
3071,6404,21,0.8,Mobile,Groceries,2,15,0
3072,7445,0,0.71,Mobile,Clothing,4,9,1
3073,29400,5,0.14,Mobile,Electronics,1,9,0
3074,24359,12,0.82,Mobile,Entertainment,0,1,1
3075,91106,13,0.74,Mobile,Clothing,4,12,1
3076,88653,2,0.77,Mobile,Clothing,2,13,1
3077,15452,10,0.23,Mobile,Electronics,0,13,0
3078,33465,2,0.9,Mobile,Entertainment,4,14,1
3079,19546,18,0.1,Mobile,Travel,3,10,0
3080,2436,9,0.25,Mobile,Travel,5,17,1
3081,62132,14,0.66,Mobile,Entertainment,4,17,1
3082,75515,10,0.67,Desktop,Entertainment,0,14,1
3083,97952,14,0.31,Mobile,Travel,1,17,1
3084,98976,23,0.7,Mobile,Clothing,1,19,1
3085,7621,12,0.39,Mobile,Clothing,4,3,1
3086,71807,4,0.0,Desktop,Electronics,4,4,1
3087,23581,3,0.16,Mobile,Entertainment,2,11,0
3088,18574,12,0.88,Tablet,Clothing,3,16,1
3089,46860,8,0.22,Desktop,Clothing,2,13,0
3090,55818,16,0.11,Mobile,Electronics,5,18,1
3091,44729,1,0.68,Mobile,Entertainment,2,11,0
3092,45332,23,0.44,Desktop,Electronics,1,11,0
3093,86644,4,0.8,Mobile,Electronics,1,9,1
3094,67269,15,0.86,Mobile,Travel,0,2,1
3095,50769,6,0.85,Mobile,Electronics,5,3,1
3096,78121,0,0.31,Tablet,Entertainment,5,14,1
3097,69284,11,0.51,Mobile,Clothing,2,16,1
3098,48045,20,0.65,Mobile,Clothing,0,8,0
3099,13240,10,0.32,Mobile,Travel,4,16,1
3100,83557,11,0.04,Mobile,Entertainment,0,4,1
3101,14457,18,0.5,Desktop,Clothing,1,9,0
3102,68773,11,0.01,Mobile,Electronics,2,4,1
3103,65733,11,0.95,Desktop,Groceries,1,13,1
3104,77043,13,0.8,Mobile,Groceries,4,2,1
3105,96211,1,0.19,Desktop,Groceries,3,18,1
3106,78358,1,0.29,Mobile,Groceries,5,5,1
3107,13024,3,0.98,Desktop,Electronics,2,17,1
3108,69386,19,0.37,Desktop,Clothing,1,10,1
3109,93369,22,0.78,Desktop,Travel,3,4,1
3110,74171,15,0.45,Mobile,Electronics,4,6,1
3111,57426,9,0.86,Desktop,Clothing,3,10,1
3112,90123,12,0.7,Mobile,Entertainment,1,17,1
3113,30751,1,0.02,Tablet,Clothing,1,5,0
3114,70302,2,0.29,Mobile,Clothing,4,7,1
3115,48877,18,0.56,Desktop,Clothing,4,5,1
3116,17094,5,0.93,Mobile,Electronics,3,8,1
3117,67363,18,0.1,Mobile,Clothing,3,1,1
3118,59734,20,0.6,Mobile,Clothing,5,2,1
3119,10900,19,0.3,Mobile,Entertainment,5,16,1
3120,37923,18,0.89,Mobile,Entertainment,1,8,1
3121,63978,7,0.77,Mobile,Groceries,4,15,1
3122,18808,13,0.37,Mobile,Electronics,0,11,0
3123,12919,9,0.17,Desktop,Clothing,4,16,1
3124,75005,2,0.01,Mobile,Groceries,2,7,1
3125,63970,5,0.62,Desktop,Groceries,2,17,1
3126,9383,14,0.41,Desktop,Electronics,4,3,1
3127,30673,22,0.31,Desktop,Groceries,3,15,0
3128,78807,22,0.99,Mobile,Groceries,2,4,1
3129,31033,17,0.47,Mobile,Electronics,5,3,1
3130,5874,13,0.75,Desktop,Travel,1,11,0
3131,72155,18,0.18,Desktop,Groceries,1,2,1
3132,11083,9,0.01,Desktop,Entertainment,1,7,0
3133,96568,14,0.42,Desktop,Groceries,5,15,1
3134,96434,3,0.67,Desktop,Electronics,4,14,1
3135,18233,22,0.51,Mobile,Electronics,2,7,0
3136,15039,1,0.89,Desktop,Travel,3,17,1
3137,881,2,0.43,Desktop,Travel,5,10,1
3138,56800,6,0.31,Mobile,Entertainment,5,18,1
3139,27724,22,0.92,Mobile,Entertainment,1,14,1
3140,6923,15,0.41,Desktop,Groceries,5,6,1
3141,18589,9,0.27,Mobile,Travel,5,19,1
3142,40061,18,0.1,Tablet,Entertainment,3,10,0
3143,29218,16,0.79,Mobile,Groceries,5,17,1
3144,81916,18,0.83,Desktop,Clothing,1,19,1
3145,22363,4,0.03,Desktop,Groceries,5,17,1
3146,13665,22,0.36,Desktop,Entertainment,4,14,1
3147,20454,19,0.75,Mobile,Groceries,1,7,0
3148,43051,12,0.95,Mobile,Clothing,4,19,1
3149,91279,12,0.38,Mobile,Entertainment,2,7,1
3150,23748,10,0.87,Mobile,Groceries,2,12,1
3151,50829,10,0.39,Desktop,Entertainment,3,6,1
3152,42071,15,0.18,Mobile,Groceries,5,8,1
3153,18758,14,0.0,Desktop,Electronics,1,9,0
3154,21353,16,0.33,Mobile,Entertainment,2,18,0
3155,64266,21,0.38,Mobile,Entertainment,5,10,1
3156,48663,17,0.95,Desktop,Entertainment,0,16,1
3157,26490,18,0.21,Mobile,Entertainment,0,17,0
3158,88764,3,0.38,Desktop,Groceries,3,1,1
3159,51678,21,0.03,Mobile,Travel,5,7,1
3160,79125,21,0.76,Desktop,Groceries,2,9,1
3161,32758,22,0.92,Mobile,Clothing,4,12,1
3162,6952,4,0.24,Mobile,Electronics,5,1,1
3163,95086,6,0.43,Mobile,Groceries,0,10,1
3164,2651,1,0.12,Desktop,Groceries,5,10,1
3165,72047,0,0.46,Mobile,Entertainment,2,10,1
3166,61101,11,0.13,Mobile,Clothing,4,7,1
3167,49259,9,0.52,Desktop,Entertainment,1,15,0
3168,51807,7,0.73,Mobile,Entertainment,5,10,1
3169,33343,0,0.55,Desktop,Travel,2,16,1
3170,21900,11,0.25,Mobile,Electronics,1,16,0
3171,76039,1,0.35,Mobile,Travel,0,1,1
3172,57928,9,0.64,Mobile,Entertainment,1,11,1
3173,7339,21,0.59,Mobile,Electronics,0,19,0
3174,6810,16,0.14,Mobile,Groceries,3,18,0
3175,21484,2,0.84,Mobile,Clothing,3,3,1
3176,21138,6,0.48,Desktop,Travel,0,15,0
3177,40946,11,0.16,Mobile,Clothing,4,6,1
3178,88083,7,0.12,Mobile,Entertainment,3,10,1
3179,67921,19,0.97,Mobile,Electronics,4,3,1
3180,38091,11,0.28,Mobile,Groceries,4,10,1
3181,79157,2,0.91,Mobile,Electronics,4,16,1
3182,7071,16,0.41,Desktop,Clothing,2,4,0
3183,29239,8,0.39,Tablet,Clothing,5,1,1
3184,85545,9,0.7,Mobile,Groceries,2,18,1
3185,77167,21,0.01,Mobile,Groceries,5,4,1
3186,80357,5,0.34,Mobile,Electronics,5,5,1
3187,84842,0,0.3,Mobile,Travel,4,4,1
3188,37811,21,0.87,Mobile,Electronics,0,19,1
3189,6630,11,0.53,Mobile,Clothing,5,19,1
3190,11216,4,0.36,Desktop,Electronics,3,3,0
3191,65894,12,0.27,Mobile,Entertainment,1,13,1
3192,382,14,0.59,Desktop,Electronics,2,18,0
3193,79573,21,0.15,Mobile,Electronics,2,6,1
3194,1998,10,0.25,Tablet,Entertainment,1,6,0
3195,4235,7,0.29,Mobile,Clothing,4,6,1
3196,6729,4,0.61,Desktop,Groceries,5,17,1
3197,85220,1,0.37,Desktop,Electronics,1,17,1
3198,89187,11,0.51,Desktop,Travel,4,5,1
3199,65131,1,0.65,Mobile,Groceries,2,17,1
3200,33480,15,0.96,Mobile,Travel,1,9,1
3201,17171,20,0.76,Mobile,Electronics,5,2,1
3202,20174,2,0.41,Mobile,Travel,0,19,1
3203,90824,9,0.75,Mobile,Groceries,3,9,1
3204,67943,18,0.95,Mobile,Travel,3,8,1
3205,40001,7,0.5,Mobile,Travel,3,19,0
3206,11305,6,0.41,Mobile,Groceries,1,13,0
3207,55761,0,0.08,Mobile,Groceries,5,4,1
3208,6006,11,0.89,Mobile,Groceries,4,6,1
3209,2691,4,0.25,Mobile,Groceries,5,4,1
3210,63087,15,0.06,Mobile,Entertainment,5,11,1
3211,63470,3,0.54,Desktop,Electronics,2,10,1
3212,80785,16,0.85,Mobile,Groceries,3,16,1
3213,54500,23,0.41,Tablet,Clothing,1,18,1
3214,25250,20,0.78,Mobile,Travel,3,19,0
3215,31952,1,0.84,Desktop,Groceries,5,12,1
3216,42970,11,0.45,Mobile,Groceries,4,14,1
3217,52856,0,0.59,Tablet,Electronics,0,18,1
3218,56581,11,0.53,Mobile,Groceries,0,1,1
3219,1383,11,0.94,Desktop,Entertainment,5,13,1
3220,33791,11,0.73,Mobile,Clothing,2,3,0
3221,1225,18,0.93,Desktop,Clothing,0,14,1
3222,67165,16,0.22,Mobile,Groceries,0,18,1
3223,26270,19,0.31,Desktop,Electronics,1,19,0
3224,8538,23,0.07,Desktop,Groceries,1,1,0
3225,20195,23,0.5,Tablet,Travel,2,15,0
3226,16254,10,0.87,Desktop,Clothing,5,16,1
3227,8104,12,0.33,Mobile,Travel,2,10,0
3228,9852,7,0.13,Mobile,Entertainment,5,4,1
3229,55526,9,0.07,Desktop,Clothing,1,11,1
3230,26919,7,0.45,Mobile,Clothing,0,16,0
3231,92151,19,0.16,Desktop,Entertainment,5,5,1
3232,24317,7,0.35,Mobile,Travel,4,19,1
3233,88808,8,0.82,Mobile,Groceries,0,11,1
3234,33094,6,0.38,Mobile,Electronics,0,18,0
3235,15136,13,0.61,Mobile,Travel,4,15,1
3236,77375,1,0.5,Desktop,Entertainment,2,2,1
3237,97856,10,0.72,Mobile,Entertainment,1,13,1
3238,49516,7,0.16,Mobile,Entertainment,2,12,0
3239,9687,12,0.92,Tablet,Clothing,2,14,1
3240,95765,20,0.64,Mobile,Groceries,2,1,1
3241,745,14,0.27,Desktop,Clothing,1,12,0
3242,31030,2,0.12,Mobile,Clothing,2,13,1
3243,81935,22,0.15,Desktop,Clothing,2,3,1
3244,30190,13,0.78,Mobile,Entertainment,3,3,0
3245,87589,14,0.59,Mobile,Travel,0,1,1
3246,52242,1,0.38,Mobile,Electronics,3,11,1
3247,26575,18,0.33,Mobile,Electronics,1,4,0
3248,18988,11,0.86,Tablet,Groceries,5,11,1
3249,43832,19,0.87,Mobile,Groceries,5,2,1
3250,81723,3,0.58,Desktop,Entertainment,4,19,1
3251,46405,2,0.52,Mobile,Electronics,5,12,1
3252,46137,4,0.82,Mobile,Travel,4,13,1
3253,9446,2,0.75,Mobile,Entertainment,5,17,1
3254,687,14,0.4,Mobile,Groceries,3,19,0
3255,12863,18,0.08,Mobile,Entertainment,3,4,0
3256,59265,1,0.77,Mobile,Groceries,3,6,1
3257,69715,11,0.17,Desktop,Electronics,0,3,1
3258,36216,4,0.02,Mobile,Entertainment,1,11,0
3259,85851,21,0.84,Mobile,Clothing,5,12,1
3260,91453,16,0.58,Mobile,Groceries,5,12,1
3261,90401,13,0.89,Desktop,Clothing,5,18,1
3262,95748,21,0.48,Mobile,Groceries,2,14,1
3263,25656,9,0.93,Tablet,Clothing,3,11,1
3264,59142,2,0.35,Mobile,Electronics,0,17,1
3265,18199,3,0.72,Mobile,Electronics,4,16,1
3266,45196,5,0.3,Mobile,Travel,4,3,1
3267,72086,23,0.0,Mobile,Travel,4,4,1
3268,13330,21,0.38,Desktop,Travel,3,8,0
3269,29109,15,0.74,Mobile,Entertainment,4,11,1
3270,71069,6,0.15,Mobile,Groceries,4,13,1
3271,33966,14,0.5,Mobile,Entertainment,4,12,1
3272,84346,20,0.21,Mobile,Travel,2,5,1
3273,77075,19,0.07,Tablet,Groceries,4,16,1
3274,41955,10,0.62,Desktop,Entertainment,0,1,0
3275,81657,21,0.95,Mobile,Electronics,3,9,1
3276,6516,20,0.31,Mobile,Groceries,5,14,1
3277,72616,0,0.58,Desktop,Travel,2,8,1
3278,56015,4,0.95,Mobile,Electronics,2,3,1
3279,18158,12,0.65,Desktop,Groceries,3,7,0
3280,76737,20,0.67,Mobile,Entertainment,4,4,1
3281,40818,13,0.18,Mobile,Travel,5,15,1
3282,32702,8,0.49,Desktop,Entertainment,5,12,1
3283,74758,16,0.37,Mobile,Electronics,4,9,1
3284,78212,14,0.47,Desktop,Electronics,1,18,1
3285,58167,20,0.8,Mobile,Electronics,4,13,1
3286,27616,6,0.46,Desktop,Groceries,5,3,1
3287,88069,21,0.06,Mobile,Travel,0,7,1
3288,1189,21,0.91,Mobile,Electronics,4,19,1
3289,37446,11,0.54,Desktop,Entertainment,3,8,0
3290,74763,22,0.92,Mobile,Travel,4,11,1
3291,10587,5,0.57,Desktop,Entertainment,3,5,0
3292,255,20,0.07,Tablet,Entertainment,2,16,0
3293,67594,15,0.55,Desktop,Electronics,1,3,1
3294,76329,4,0.58,Desktop,Travel,2,1,1
3295,38647,8,0.21,Desktop,Clothing,3,10,0
3296,28895,13,0.47,Mobile,Groceries,1,10,0
3297,55396,7,0.46,Desktop,Clothing,2,16,1
3298,21547,13,0.62,Mobile,Groceries,4,11,1
3299,36698,11,0.26,Desktop,Travel,5,19,1
3300,41914,9,0.58,Mobile,Electronics,5,13,1
3301,90851,19,0.24,Mobile,Travel,4,15,1
3302,75430,19,0.45,Mobile,Clothing,1,10,1
3303,98845,20,0.12,Desktop,Entertainment,2,4,1
3304,88060,12,0.04,Mobile,Groceries,0,19,1
3305,63378,18,0.32,Mobile,Groceries,0,15,1
3306,55177,14,0.27,Mobile,Clothing,0,6,1
3307,72006,7,0.41,Mobile,Electronics,2,17,1
3308,9628,22,0.96,Mobile,Travel,5,13,1
3309,93912,20,0.52,Mobile,Clothing,2,17,1
3310,50200,9,0.55,Desktop,Travel,2,15,1
3311,8279,2,0.94,Mobile,Electronics,3,7,1
3312,48881,20,0.92,Desktop,Entertainment,5,11,1
3313,55367,2,0.88,Mobile,Travel,0,18,1
3314,82479,4,0.1,Mobile,Electronics,0,19,1
3315,24052,15,0.63,Mobile,Clothing,0,8,0
3316,53898,16,0.81,Tablet,Entertainment,5,18,1
3317,98796,5,0.84,Mobile,Entertainment,3,10,1
3318,51039,19,0.58,Mobile,Entertainment,3,18,1
3319,29616,19,0.02,Tablet,Groceries,2,17,0
3320,56626,15,0.97,Mobile,Electronics,5,9,1
3321,10549,23,0.47,Mobile,Travel,5,3,1
3322,50390,1,0.39,Desktop,Clothing,0,15,1
3323,86761,19,0.39,Desktop,Entertainment,0,12,1
3324,73054,14,0.42,Desktop,Entertainment,5,17,1
3325,22846,17,0.24,Desktop,Entertainment,4,6,1
3326,68090,0,0.33,Mobile,Electronics,5,9,1
3327,58910,18,0.99,Desktop,Clothing,4,10,1
3328,83397,11,0.37,Mobile,Electronics,4,3,1
3329,15323,7,0.53,Mobile,Clothing,3,6,0
3330,72337,5,0.85,Mobile,Travel,2,13,1
3331,2697,11,0.53,Desktop,Groceries,1,14,0
3332,65777,6,0.32,Desktop,Clothing,0,4,1
3333,2759,17,0.52,Mobile,Electronics,4,10,1
3334,86616,21,0.11,Mobile,Electronics,0,19,1
3335,74667,13,0.13,Mobile,Electronics,0,16,1
3336,15137,7,0.69,Tablet,Groceries,0,7,0
3337,46838,23,0.92,Mobile,Clothing,5,5,1
3338,71778,19,0.73,Mobile,Clothing,2,12,1
3339,12209,21,0.07,Desktop,Clothing,0,15,0
3340,22110,13,0.4,Desktop,Clothing,2,1,0
3341,8887,4,0.0,Desktop,Entertainment,1,6,0
3342,8572,8,0.51,Tablet,Entertainment,1,19,0
3343,23483,7,0.19,Desktop,Electronics,3,5,0
3344,61809,1,0.87,Desktop,Entertainment,0,9,1
3345,69885,15,0.1,Mobile,Clothing,4,7,1
3346,34618,12,0.0,Mobile,Clothing,3,9,0
3347,54009,6,0.45,Desktop,Entertainment,5,16,1
3348,18451,15,0.16,Mobile,Travel,3,5,0
3349,69724,6,0.74,Desktop,Electronics,1,10,1
3350,53430,13,0.92,Mobile,Groceries,4,15,1
3351,15382,13,0.04,Mobile,Electronics,0,15,0
3352,84966,11,0.4,Mobile,Electronics,0,13,1
3353,21878,0,1.0,Mobile,Electronics,1,18,1
3354,24364,0,0.73,Mobile,Entertainment,5,7,1
3355,59775,11,0.95,Mobile,Electronics,2,8,1
3356,5175,19,0.16,Desktop,Clothing,1,8,0
3357,76048,20,0.22,Tablet,Electronics,4,11,1
3358,48554,14,0.15,Mobile,Clothing,2,9,0
3359,28465,3,0.3,Mobile,Entertainment,4,6,1
3360,72866,6,0.72,Mobile,Entertainment,0,2,1
3361,48300,15,0.16,Mobile,Electronics,2,5,0
3362,11102,2,0.52,Mobile,Clothing,4,4,1
3363,14047,6,0.27,Mobile,Clothing,0,15,0
3364,79322,23,0.83,Mobile,Clothing,4,7,1
3365,94940,21,0.01,Desktop,Clothing,2,1,1
3366,78710,5,0.22,Mobile,Groceries,0,19,1
3367,52242,15,0.61,Mobile,Entertainment,4,18,1
3368,56407,23,0.1,Mobile,Clothing,3,2,1
3369,4593,7,0.47,Desktop,Groceries,2,13,0
3370,50185,22,0.44,Desktop,Groceries,2,14,1
3371,34328,21,0.85,Desktop,Entertainment,2,3,1
3372,79776,5,0.63,Desktop,Travel,5,16,1
3373,51975,9,0.64,Mobile,Electronics,0,14,1
3374,31755,15,0.95,Mobile,Entertainment,2,15,1
3375,43572,10,0.98,Desktop,Travel,4,3,1
3376,49537,12,0.65,Desktop,Electronics,3,2,0
3377,49516,5,0.52,Mobile,Electronics,4,3,1
3378,59811,23,0.61,Mobile,Electronics,4,9,1
3379,6916,0,0.38,Desktop,Groceries,2,8,0
3380,77275,20,0.99,Mobile,Clothing,3,19,1
3381,64407,18,0.71,Mobile,Electronics,3,15,1
3382,46833,11,0.29,Mobile,Clothing,3,12,0
3383,95128,23,0.06,Mobile,Electronics,3,14,1
3384,11340,5,0.04,Mobile,Groceries,1,18,0
3385,98334,17,0.2,Mobile,Electronics,3,2,1
3386,92593,12,0.23,Desktop,Entertainment,2,11,1
3387,98444,6,0.42,Mobile,Travel,5,1,1
3388,71463,22,0.21,Desktop,Electronics,3,19,1
3389,32862,12,0.63,Desktop,Travel,4,14,1
3390,8359,20,0.21,Mobile,Travel,1,9,0
3391,50239,7,0.19,Mobile,Groceries,4,3,1
3392,14949,20,0.47,Desktop,Travel,2,14,0
3393,81868,16,0.89,Mobile,Groceries,2,3,1
3394,89809,8,0.47,Mobile,Electronics,5,4,1
3395,54969,19,0.41,Mobile,Clothing,5,2,1
3396,63195,12,0.58,Mobile,Groceries,3,2,1
3397,71010,1,0.26,Desktop,Travel,5,15,1
3398,86810,3,0.35,Desktop,Travel,2,13,1
3399,23667,1,0.21,Mobile,Electronics,1,11,0
3400,35392,3,0.57,Tablet,Groceries,5,14,1
3401,74913,17,0.7,Mobile,Electronics,4,17,1
3402,97236,4,0.67,Desktop,Groceries,2,15,1
3403,51731,18,0.25,Desktop,Clothing,5,14,1
3404,9985,9,0.78,Desktop,Entertainment,5,19,1
3405,59759,17,0.26,Mobile,Electronics,2,2,1
3406,54406,20,0.15,Desktop,Travel,1,4,1
3407,66414,9,0.35,Mobile,Electronics,0,8,1
3408,65187,4,0.6,Mobile,Groceries,0,12,1
3409,29265,16,0.14,Mobile,Electronics,1,13,0
3410,59029,21,0.65,Desktop,Clothing,2,18,1
3411,67128,12,0.86,Mobile,Groceries,1,17,1
3412,96098,22,0.29,Mobile,Travel,1,13,1
3413,49912,16,0.45,Mobile,Travel,0,12,0
3414,50600,8,0.23,Mobile,Groceries,3,7,1
3415,79251,23,0.36,Mobile,Clothing,5,16,1
3416,58743,11,0.02,Tablet,Electronics,2,14,1
3417,45000,13,0.95,Mobile,Entertainment,4,5,1
3418,43046,13,0.42,Mobile,Travel,1,11,0
3419,7951,7,0.79,Desktop,Clothing,0,8,0
3420,16388,22,0.14,Desktop,Clothing,3,9,0
3421,72792,4,0.81,Desktop,Clothing,2,18,1
3422,67680,18,0.86,Desktop,Electronics,1,8,1
3423,7468,13,0.72,Mobile,Clothing,0,7,0
3424,85536,8,0.9,Desktop,Clothing,1,8,1
3425,96236,6,0.17,Mobile,Groceries,4,15,1
3426,46503,7,0.48,Desktop,Groceries,2,19,0
3427,91270,13,0.62,Tablet,Clothing,5,4,1
3428,9268,21,0.6,Desktop,Clothing,2,7,0
